year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6576,3864.7512,0.4226,0.6726,0.3274,157.0,71.0,0.0,108.0
2013,18.4088,2650.5955,0.3929,0.5714,0.4286,107.0,50.0,161.0,18.0
2014,18.208,2506.0127,0.4018,0.5893,0.4107,133.0,34.0,155.0,14.0
2015,18.0293,2438.96,0.4107,0.6131,0.3869,121.0,43.0,83.0,89.0
2016,17.739,2776.0151,0.4107,0.8482,0.1518,9.0,187.0,29.0,111.0
2017,17.5978,2325.7099,0.3899,0.997,0.003,18.0,165.0,112.0,41.0
2018,17.3537,2636.4183,0.4315,1.0,0.0,333.0,0.0,3.0,0.0
2019,17.4797,1518.3916,0.4107,1.0,0.0,200.0,0.0,136.0,0.0
2020,17.1882,2779.9826,0.4077,1.0,0.0,26.0,310.0,0.0,0.0
2021,16.8596,2891.8274,0.3839,1.0,0.0,197.0,2.0,126.0,11.0
2022,16.6003,2682.3158,0.4286,0.9673,0.0327,0.0,132.0,203.0,1.0
