year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.7228,3667.6091,0.4226,0.6726,0.3274,0.0,69.0,267.0,0.0
2013,18.4963,2583.4331,0.3929,0.6726,0.3274,82.0,0.0,254.0,0.0
2014,18.4312,2095.8547,0.4375,0.6548,0.3452,0.0,0.0,336.0,0.0
2015,18.4035,1982.8867,0.3988,0.6548,0.3452,143.0,0.0,153.0,40.0
2016,18.2971,2220.2884,0.4167,0.6667,0.3333,146.0,34.0,149.0,7.0
2017,18.4925,1308.836,0.4554,0.6905,0.3095,116.0,19.0,194.0,7.0
2018,18.4372,2066.1838,0.4345,0.7321,0.2679,19.0,0.0,317.0,0.0
2019,18.8221,736.2643,0.4345,0.7738,0.2262,149.0,0.0,187.0,0.0
2020,18.5237,2800.7941,0.381,0.75,0.25,142.0,20.0,174.0,0.0
2021,18.333,2475.2293,0.4018,0.7292,0.2708,40.0,0.0,296.0,0.0
2022,18.0889,2636.4579,0.4226,0.7321,0.2679,30.0,37.0,269.0,0.0
