year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6576,3864.7512,0.4226,0.6726,0.3274,0.0,69.0,246.0,21.0
2013,18.4074,2654.897,0.3929,0.5833,0.4167,63.0,1.0,272.0,0.0
2014,18.259,2347.5782,0.4375,0.5655,0.4345,32.0,0.0,304.0,0.0
2015,18.1145,2335.5393,0.3988,0.5417,0.4583,10.0,0.0,326.0,0.0
2016,17.9078,2523.6457,0.3988,0.5387,0.4613,153.0,8.0,125.0,50.0
2017,17.9631,1732.1157,0.4167,0.5417,0.4583,144.0,0.0,192.0,0.0
2018,17.8268,2310.6058,0.3929,0.5357,0.4643,28.0,0.0,308.0,0.0
2019,18.0911,1100.7601,0.503,0.5774,0.4226,0.0,0.0,325.0,11.0
2020,17.8323,2680.886,0.3988,0.6071,0.3929,35.0,39.0,262.0,0.0
2021,17.6659,2401.7268,0.4345,0.5923,0.4077,41.0,0.0,295.0,0.0
2022,17.4247,2628.0317,0.4167,0.5923,0.4077,20.0,41.0,275.0,0.0
