year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.9088,3105.7486,0.4226,0.4018,0.5982,0.0,67.0,219.0,50.0
2013,18.7903,2257.044,0.3929,0.2798,0.7202,75.0,0.0,260.0,1.0
2014,18.8596,1689.8452,0.4375,0.2262,0.7738,28.0,0.0,308.0,0.0
2015,18.9679,1571.9837,0.3988,0.2113,0.7887,56.0,0.0,135.0,145.0
2016,18.7287,2621.6537,0.3988,0.5179,0.4821,21.0,39.0,260.0,16.0
2017,18.663,2097.5208,0.3988,0.6429,0.3571,137.0,9.0,176.0,14.0
2018,18.5103,2360.6282,0.4256,0.5982,0.4018,50.0,0.0,286.0,0.0
2019,18.696,1337.7921,0.4435,0.6399,0.3601,145.0,2.0,178.0,11.0
2020,18.4601,2611.7871,0.4137,0.5923,0.4077,163.0,38.0,135.0,0.0
2021,18.2968,2392.5578,0.4107,0.5208,0.4792,65.0,0.0,271.0,0.0
2022,18.0437,2663.6714,0.4018,0.5476,0.4524,25.0,30.0,280.0,1.0
