year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6576,3864.7512,0.4226,0.6726,0.3274,0.0,69.0,267.0,0.0
2013,18.4074,2654.897,0.3929,0.5833,0.4167,116.0,0.0,220.0,0.0
2014,18.2591,2347.1365,0.4375,0.6369,0.3631,12.0,0.0,324.0,0.0
2015,18.1086,2353.8946,0.4137,0.6339,0.3661,6.0,0.0,330.0,0.0
2016,17.8993,2531.4386,0.4167,0.631,0.369,19.0,4.0,313.0,0.0
2017,17.9095,1868.054,0.3958,0.6161,0.3839,6.0,0.0,330.0,0.0
2018,17.7517,2376.0964,0.4107,0.6161,0.3839,0.0,0.0,336.0,0.0
2019,17.995,1163.7925,0.506,0.6161,0.3839,3.0,0.0,333.0,0.0
2020,17.7488,2642.9203,0.3988,0.6161,0.3839,0.0,52.0,284.0,0.0
2021,17.5632,2459.8498,0.4018,0.6131,0.3869,50.0,0.0,286.0,0.0
2022,17.3356,2586.8572,0.4167,0.6042,0.3958,12.0,57.0,267.0,0.0
