year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6576,3864.7512,0.4226,0.6726,0.3274,0.0,69.0,194.0,73.0
2013,18.396,2689.4932,0.3929,0.6042,0.3958,165.0,13.0,142.0,16.0
2014,18.3395,2069.5472,0.4375,0.4673,0.5327,130.0,42.0,127.0,37.0
2015,18.2095,2291.8981,0.4315,0.5863,0.4137,84.0,35.0,210.0,7.0
2016,17.9067,2814.0795,0.3988,0.6607,0.3393,133.0,39.0,138.0,26.0
2017,17.8618,2034.7349,0.4107,0.7411,0.2589,157.0,20.0,154.0,5.0
2018,17.6696,2479.6401,0.4375,0.7708,0.2292,174.0,11.0,145.0,6.0
2019,17.8103,1474.0926,0.4196,0.7917,0.2083,170.0,2.0,163.0,1.0
2020,17.5292,2748.3586,0.4048,0.7857,0.2143,180.0,88.0,35.0,33.0
2021,17.231,2799.9691,0.3899,0.8839,0.1161,33.0,9.0,293.0,1.0
2022,16.9431,2768.9571,0.4077,0.9018,0.0982,20.0,107.0,209.0,0.0
