year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.4945,4357.3266,0.4226,0.6726,0.3274,0.0,142.0,194.0,0.0
2013,18.1844,2836.2377,0.3929,0.6012,0.3988,170.0,13.0,34.0,119.0
2014,17.9591,2579.5077,0.4375,0.4196,0.5804,152.0,28.0,37.0,119.0
2015,17.7207,2619.4829,0.4315,0.3304,0.6696,75.0,54.0,31.0,176.0
2016,17.3268,3089.2306,0.4107,0.497,0.503,64.0,39.0,97.0,136.0
2017,16.8627,3301.1059,0.378,0.5952,0.4048,131.0,35.0,168.0,2.0
2018,16.6182,2637.6315,0.4196,0.5179,0.4821,165.0,25.0,81.0,65.0
2019,16.4155,2511.5467,0.4107,0.5298,0.4702,15.0,30.0,264.0,27.0
2020,16.1237,2780.8115,0.4077,0.6458,0.3542,134.0,31.0,53.0,118.0
2021,15.847,2734.9877,0.4137,0.6161,0.3839,38.0,17.0,201.0,80.0
2022,15.5784,2710.4189,0.4226,0.6012,0.3988,21.0,20.0,173.0,122.0
