year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6902,3766.2483,0.4226,0.6726,0.3274,0.0,69.0,267.0,0.0
2013,18.4518,2619.3801,0.3929,0.6488,0.3512,60.0,0.0,276.0,0.0
2014,18.3246,2283.4185,0.4375,0.628,0.372,25.0,0.0,311.0,0.0
2015,18.233,2175.6302,0.3988,0.6131,0.3869,145.0,3.0,146.0,42.0
2016,18.0614,2417.5838,0.4048,0.6071,0.3929,127.0,47.0,155.0,7.0
2017,18.1492,1633.9903,0.4018,0.6607,0.3393,111.0,26.0,185.0,14.0
2018,18.0038,2338.2179,0.4315,0.7381,0.2619,21.0,0.0,315.0,0.0
2019,18.2776,1071.8789,0.4494,0.7619,0.2381,151.0,0.0,185.0,0.0
2020,18.0234,2667.2734,0.4077,0.7321,0.2679,169.0,71.0,96.0,0.0
2021,17.7798,2634.7664,0.3869,0.7024,0.2976,60.0,0.0,276.0,0.0
2022,17.5545,2579.7555,0.4315,0.7083,0.2917,23.0,62.0,250.0,1.0
