year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.7536,3574.8314,0.4226,0.6042,0.3958,0.0,80.0,194.0,62.0
2013,18.5441,2531.746,0.3929,0.5149,0.4851,78.0,1.0,251.0,6.0
2014,18.4757,2105.9053,0.4375,0.4792,0.5208,27.0,4.0,236.0,69.0
2015,18.2263,2652.5472,0.3899,0.6756,0.3244,107.0,3.0,209.0,17.0
2016,17.9725,2665.9478,0.4256,0.6667,0.3333,170.0,25.0,130.0,11.0
2017,17.97,1906.5156,0.4226,0.6488,0.3512,136.0,32.0,165.0,3.0
2018,17.7968,2422.4515,0.4196,0.6726,0.3274,16.0,22.0,287.0,11.0
2019,17.9181,1532.4742,0.4077,0.7708,0.2292,149.0,0.0,187.0,0.0
2020,17.6227,2791.5171,0.3929,0.7381,0.2619,171.0,69.0,91.0,5.0
2021,17.3366,2763.4356,0.3839,0.7262,0.2738,70.0,0.0,266.0,0.0
2022,17.0565,2745.569,0.4107,0.744,0.256,27.0,58.0,250.0,1.0
