year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6651,3841.9416,0.4226,0.6726,0.3274,0.0,69.0,228.0,39.0
2013,18.4142,2657.2537,0.3929,0.5893,0.4107,65.0,1.0,267.0,3.0
2014,18.2719,2329.0812,0.4375,0.5744,0.4256,28.0,0.0,308.0,0.0
2015,18.147,2276.3823,0.4077,0.5565,0.4435,146.0,1.0,140.0,49.0
2016,17.9421,2518.0683,0.3988,0.5565,0.4435,106.0,55.0,166.0,9.0
2017,17.9195,1967.4708,0.3839,0.622,0.378,118.0,26.0,176.0,16.0
2018,17.7391,2443.9013,0.4345,0.6786,0.3214,40.0,0.0,296.0,0.0
2019,17.9084,1387.6017,0.4405,0.7173,0.2827,147.0,1.0,184.0,4.0
2020,17.6416,2705.381,0.4048,0.6905,0.3095,165.0,54.0,117.0,0.0
2021,17.4277,2545.1341,0.4048,0.6518,0.3482,60.0,0.0,276.0,0.0
2022,17.1807,2645.2293,0.4226,0.6667,0.3333,22.0,50.0,264.0,0.0
