year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.4017,3864.7512,0.4226,0.6726,0.3274,0.0,69.0,228.0,39.0
2013,17.9715,2665.8313,0.3929,0.5893,0.4107,65.0,1.0,267.0,3.0
2014,17.6711,2338.7899,0.4375,0.5744,0.4256,29.0,0.0,307.0,0.0
2015,17.3878,2295.8169,0.4077,0.5565,0.4435,137.0,1.0,149.0,49.0
2016,17.0449,2445.8432,0.4256,0.5685,0.4315,109.0,49.0,169.0,9.0
2017,16.8863,1982.0224,0.4137,0.6399,0.3601,124.0,18.0,182.0,12.0
2018,16.546,2439.1169,0.4345,0.6637,0.3363,38.0,0.0,298.0,0.0
2019,16.6194,1397.7877,0.4256,0.6935,0.3065,152.0,0.0,174.0,10.0
2020,16.1871,2671.0791,0.4048,0.6458,0.3542,168.0,49.0,119.0,0.0
2021,15.8326,2474.9333,0.4137,0.6071,0.3929,63.0,0.0,273.0,0.0
2022,15.3742,2736.7827,0.3958,0.631,0.369,28.0,43.0,265.0,0.0
