year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.9134,3864.7512,0.4226,0.6726,0.3274,0.0,69.0,228.0,39.0
2013,18.8363,2665.3349,0.3929,0.5893,0.4107,65.0,1.0,267.0,3.0
2014,18.8456,2338.7628,0.4375,0.5744,0.4256,29.0,0.0,307.0,0.0
2015,18.866,2296.8264,0.4077,0.5565,0.4435,134.0,1.0,152.0,49.0
2016,18.8363,2485.7821,0.4256,0.5863,0.4137,115.0,44.0,168.0,9.0
2017,18.9282,2026.8217,0.4077,0.6607,0.3393,133.0,15.0,176.0,12.0
2018,18.9164,2418.4234,0.4494,0.6935,0.3065,37.0,0.0,299.0,0.0
2019,19.1747,1398.5972,0.4315,0.7054,0.2946,152.0,1.0,175.0,8.0
2020,19.1094,2620.3895,0.4196,0.6488,0.3512,169.0,50.0,117.0,0.0
2021,19.0691,2526.0094,0.4048,0.631,0.369,63.0,0.0,273.0,0.0
2022,19.0046,2617.5355,0.4226,0.6339,0.3661,23.0,50.0,263.0,0.0
