year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6236,3967.3451,0.4226,0.8363,0.1637,0.0,112.0,194.0,30.0
2013,18.3454,2739.6316,0.3929,0.75,0.25,41.0,2.0,280.0,13.0
2014,18.1649,2444.4558,0.4375,0.7411,0.2589,29.0,2.0,279.0,26.0
2015,17.9034,2689.2654,0.4077,0.8244,0.1756,150.0,0.0,182.0,4.0
2016,17.5779,2882.3646,0.3958,0.8065,0.1935,189.0,22.0,100.0,25.0
2017,17.5361,2025.2652,0.4196,0.8423,0.1577,168.0,22.0,146.0,0.0
2018,17.3187,2555.955,0.4315,0.872,0.128,20.0,10.0,306.0,0.0
2019,17.4408,1530.3158,0.3988,0.9048,0.0952,167.0,2.0,166.0,1.0
2020,17.1292,2840.3098,0.3899,0.8899,0.1101,177.0,107.0,22.0,30.0
2021,16.8575,2719.9873,0.4137,0.9583,0.0417,80.0,4.0,251.0,1.0
2022,16.5486,2832.5132,0.3958,0.9732,0.0268,27.0,123.0,184.0,2.0
