year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6454,3901.6362,0.4226,0.6726,0.3274,0.0,69.0,228.0,39.0
2013,18.3876,2677.9742,0.3929,0.5893,0.4107,65.0,1.0,267.0,3.0
2014,18.2365,2355.3546,0.4375,0.5744,0.4256,29.0,0.0,307.0,0.0
2015,18.0943,2328.8262,0.4077,0.5565,0.4435,22.0,0.0,314.0,0.0
2016,17.9284,2400.3595,0.4256,0.5298,0.4702,143.0,15.0,133.0,45.0
2017,17.9671,1782.0352,0.4048,0.5327,0.4673,100.0,41.0,173.0,22.0
2018,17.7936,2423.2313,0.4226,0.6369,0.3631,32.0,0.0,304.0,0.0
2019,17.9709,1363.6662,0.4524,0.6726,0.3274,146.0,2.0,180.0,8.0
2020,17.7053,2701.5079,0.3958,0.625,0.375,164.0,46.0,126.0,0.0
2021,17.5102,2488.494,0.4077,0.6012,0.3988,63.0,0.0,273.0,0.0
2022,17.2963,2545.1817,0.4405,0.622,0.378,23.0,51.0,262.0,0.0
