year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,19.2972,3864.7512,0.4226,0.6726,0.3274,0.0,69.0,228.0,39.0
2013,19.4847,2665.0058,0.3929,0.5893,0.4107,65.0,1.0,267.0,3.0
2014,19.7263,2338.8123,0.4375,0.5744,0.4256,29.0,0.0,307.0,0.0
2015,19.9747,2297.234,0.4077,0.5565,0.4435,134.0,1.0,152.0,49.0
2016,20.1917,2486.6515,0.4256,0.5863,0.4137,115.0,44.0,168.0,9.0
2017,20.4847,2027.9991,0.4077,0.6607,0.3393,133.0,15.0,176.0,12.0
2018,20.713,2418.7453,0.4494,0.6935,0.3065,37.0,0.0,299.0,0.0
2019,21.1099,1399.802,0.4315,0.7054,0.2946,152.0,1.0,175.0,8.0
2020,21.3048,2621.0322,0.4196,0.6488,0.3512,169.0,50.0,117.0,0.0
2021,21.5152,2526.8384,0.4048,0.631,0.369,63.0,0.0,273.0,0.0
2022,21.7104,2618.3692,0.4226,0.6339,0.3661,23.0,50.0,263.0,0.0
