year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.858,3259.4229,0.4226,0.4702,0.5298,0.0,72.0,209.0,55.0
2013,18.7156,2329.206,0.3929,0.3601,0.6399,82.0,2.0,245.0,7.0
2014,18.7524,1787.8752,0.4375,0.3006,0.6994,29.0,0.0,307.0,0.0
2015,18.8009,1752.5971,0.3899,0.2887,0.7113,64.0,2.0,143.0,127.0
2016,18.595,2521.2283,0.4256,0.5446,0.4554,43.0,36.0,244.0,13.0
2017,18.5652,1989.1345,0.4226,0.6399,0.3601,133.0,10.0,178.0,15.0
2018,18.3831,2449.2325,0.4077,0.625,0.375,43.0,0.0,293.0,0.0
2019,18.5592,1367.1109,0.4345,0.6577,0.3423,152.0,2.0,172.0,10.0
2020,18.346,2543.026,0.4286,0.5982,0.4018,142.0,67.0,113.0,14.0
2021,18.142,2515.5413,0.4167,0.631,0.369,66.0,0.0,270.0,0.0
2022,17.8642,2738.2473,0.4018,0.6518,0.3482,28.0,41.0,267.0,0.0
