year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6576,3864.7512,0.4226,0.6726,0.3274,0.0,69.0,257.0,10.0
2013,18.4074,2654.897,0.3929,0.5833,0.4167,64.0,0.0,272.0,0.0
2014,18.2618,2339.0966,0.4375,0.5625,0.4375,32.0,0.0,304.0,0.0
2015,18.1088,2361.1666,0.3988,0.5476,0.4524,4.0,0.0,332.0,0.0
2016,17.9021,2523.7619,0.3988,0.5446,0.4554,39.0,7.0,290.0,0.0
2017,17.9824,1656.5079,0.4405,0.497,0.503,13.0,0.0,323.0,0.0
2018,17.8863,2189.177,0.4315,0.5,0.5,7.0,0.0,329.0,0.0
2019,18.1736,1031.3465,0.5119,0.494,0.506,0.0,0.0,336.0,0.0
2020,17.9769,2493.2013,0.4196,0.494,0.506,0.0,32.0,304.0,0.0
2021,17.8258,2355.7275,0.4018,0.494,0.506,34.0,0.0,302.0,0.0
2022,17.6112,2547.273,0.4167,0.4851,0.5149,10.0,32.0,294.0,0.0
