year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6706,3825.4072,0.4226,0.6726,0.3274,0.0,69.0,228.0,39.0
2013,18.4212,2652.5186,0.3929,0.5893,0.4107,65.0,1.0,267.0,3.0
2014,18.2811,2322.4153,0.4375,0.5744,0.4256,27.0,0.0,309.0,0.0
2015,18.1575,2272.4584,0.4077,0.5595,0.4405,147.0,0.0,140.0,49.0
2016,17.9562,2507.2376,0.3988,0.5565,0.4435,106.0,56.0,166.0,8.0
2017,17.9425,1940.7001,0.3839,0.619,0.381,117.0,26.0,176.0,17.0
2018,17.7694,2421.9025,0.4345,0.6786,0.3214,42.0,0.0,294.0,0.0
2019,17.9406,1381.7635,0.4375,0.7173,0.2827,145.0,1.0,186.0,4.0
2020,17.6849,2671.6905,0.4167,0.6905,0.3095,165.0,53.0,118.0,0.0
2021,17.4873,2496.1044,0.4048,0.628,0.372,73.0,0.0,263.0,0.0
2022,17.2423,2639.3487,0.4226,0.6548,0.3452,31.0,47.0,258.0,0.0
