year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6576,3864.7515,0.4226,0.6726,0.3274,0.0,69.0,228.0,39.0
2013,18.4039,2665.4711,0.3929,0.5893,0.4107,65.0,1.0,267.0,3.0
2014,18.2584,2338.8459,0.4375,0.5744,0.4256,29.0,0.0,307.0,0.0
2015,18.1269,2296.2207,0.4077,0.5565,0.4435,135.0,1.0,151.0,49.0
2016,17.9349,2479.0465,0.4256,0.5804,0.4196,113.0,45.0,169.0,9.0
2017,17.924,1932.1932,0.4077,0.631,0.369,123.0,25.0,175.0,13.0
2018,17.7597,2395.3638,0.4494,0.6815,0.3185,40.0,0.0,296.0,0.0
2019,17.9203,1414.0188,0.4256,0.7202,0.2798,150.0,1.0,178.0,7.0
2020,17.6571,2694.1943,0.4107,0.6875,0.3125,172.0,52.0,112.0,0.0
2021,17.4769,2443.4173,0.4405,0.6607,0.3393,69.0,0.0,267.0,0.0
2022,17.2056,2718.9862,0.4107,0.6935,0.3065,34.0,51.0,251.0,0.0
