year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.66,3857.6042,0.4226,0.6726,0.3274,0.0,69.0,228.0,39.0
2013,18.4074,2662.2291,0.3929,0.5893,0.4107,65.0,1.0,267.0,3.0
2014,18.2629,2335.6236,0.4375,0.5744,0.4256,28.0,0.0,308.0,0.0
2015,18.1335,2289.7905,0.4077,0.5565,0.4435,146.0,1.0,140.0,49.0
2016,17.9249,2529.396,0.3988,0.5565,0.4435,106.0,55.0,166.0,9.0
2017,17.8971,1983.1104,0.3839,0.622,0.378,119.0,26.0,175.0,16.0
2018,17.7199,2434.5666,0.4345,0.6726,0.3274,42.0,0.0,294.0,0.0
2019,17.8935,1374.4837,0.4405,0.6994,0.3006,151.0,1.0,177.0,7.0
2020,17.6384,2669.7531,0.4107,0.6577,0.3423,169.0,48.0,119.0,0.0
2021,17.4385,2503.1306,0.4107,0.625,0.375,59.0,0.0,277.0,0.0
2022,17.1612,2736.8633,0.3958,0.6399,0.3601,26.0,45.0,265.0,0.0
