year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.5598,4160.2288,0.4226,0.6726,0.3274,0.0,142.0,194.0,0.0
2013,18.2696,2775.6492,0.3929,0.6012,0.3988,27.0,13.0,278.0,18.0
2014,18.0635,2521.9782,0.4375,0.5357,0.4643,12.0,26.0,295.0,3.0
2015,17.8282,2609.7735,0.4167,0.497,0.503,141.0,12.0,139.0,44.0
2016,17.5447,2755.6913,0.4167,0.4405,0.5595,101.0,53.0,119.0,63.0
2017,17.2788,2702.5155,0.4107,0.6399,0.3601,112.0,27.0,184.0,13.0
2018,17.0668,2539.37,0.4375,0.6845,0.3155,23.0,29.0,260.0,24.0
2019,16.8996,2404.205,0.4226,0.7083,0.2917,22.0,0.0,293.0,21.0
2020,16.6247,2729.7652,0.4167,0.7411,0.2589,163.0,61.0,33.0,79.0
2021,16.3812,2634.5839,0.4286,0.7113,0.2887,31.0,20.0,243.0,42.0
2022,16.1133,2708.485,0.4196,0.5952,0.4048,28.0,17.0,235.0,56.0
