year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6478,3894.2028,0.4226,0.6726,0.3274,0.0,69.0,228.0,39.0
2013,18.3906,2676.3604,0.3929,0.5893,0.4107,65.0,1.0,267.0,3.0
2014,18.2407,2351.7254,0.4375,0.5744,0.4256,29.0,0.0,307.0,0.0
2015,18.1007,2322.3398,0.4077,0.5565,0.4435,35.0,1.0,286.0,14.0
2016,17.9203,2443.8481,0.4256,0.5565,0.4435,140.0,19.0,141.0,36.0
2017,17.9694,1750.8413,0.4107,0.5357,0.4643,99.0,47.0,174.0,16.0
2018,17.7408,2589.8393,0.3958,0.6548,0.3452,34.0,0.0,302.0,0.0
2019,17.9127,1379.5748,0.4435,0.6935,0.3065,153.0,1.0,173.0,9.0
2020,17.6702,2631.7867,0.4256,0.6786,0.3214,162.0,53.0,121.0,0.0
2021,17.4383,2599.7867,0.4077,0.6548,0.3452,59.0,0.0,277.0,0.0
2022,17.1996,2620.1777,0.4315,0.6607,0.3393,26.0,49.0,261.0,0.0
