year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6116,4003.8005,0.4167,0.6726,0.3274,0.0,72.0,196.0,68.0
2013,18.3631,2649.8383,0.4048,0.5655,0.4345,57.0,9.0,252.0,18.0
2014,18.1616,2507.7841,0.4137,0.5417,0.4583,30.0,0.0,306.0,0.0
2015,17.9947,2403.2492,0.4196,0.5268,0.4732,60.0,0.0,228.0,48.0
2016,17.7056,2772.615,0.4077,0.6071,0.3929,136.0,18.0,166.0,16.0
2017,17.5672,2317.1523,0.3958,0.6042,0.3958,154.0,21.0,142.0,19.0
2018,17.3635,2514.5379,0.4107,0.6339,0.3661,44.0,0.0,292.0,0.0
2019,17.403,1779.758,0.4048,0.6786,0.3214,144.0,0.0,171.0,21.0
2020,17.1463,2674.6472,0.4196,0.6726,0.3274,161.0,49.0,126.0,0.0
2021,16.9104,2611.8033,0.4137,0.628,0.372,66.0,0.0,269.0,1.0
2022,16.6319,2740.5048,0.4077,0.6339,0.3661,26.0,20.0,276.0,14.0
