year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6446,3903.8479,0.4167,0.6726,0.3274,0.0,72.0,264.0,0.0
2013,18.4121,2601.5209,0.4048,0.5565,0.4435,131.0,0.0,205.0,0.0
2014,18.2309,2446.53,0.4137,0.5952,0.4048,16.0,0.0,320.0,0.0
2015,18.1123,2257.5799,0.4315,0.5863,0.4137,13.0,0.0,323.0,0.0
2016,17.9288,2453.4082,0.4167,0.5774,0.4226,16.0,2.0,318.0,0.0
2017,17.9383,1870.2744,0.4018,0.5655,0.4345,5.0,0.0,331.0,0.0
2018,17.7948,2332.6367,0.4077,0.5655,0.4345,3.0,0.0,333.0,0.0
2019,18.0431,1148.9251,0.5357,0.5625,0.4375,5.0,0.0,331.0,0.0
2020,17.8514,2478.3259,0.4315,0.5565,0.4435,2.0,49.0,285.0,0.0
2021,17.676,2429.1703,0.4107,0.5506,0.4494,47.0,0.0,289.0,0.0
2022,17.4814,2486.9835,0.4375,0.5387,0.4613,9.0,46.0,280.0,1.0
