year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.5937,4057.6549,0.4167,0.8363,0.1637,0.0,109.0,210.0,17.0
2013,18.3354,2679.5166,0.4048,0.7381,0.2619,60.0,1.0,261.0,14.0
2014,18.1217,2544.9183,0.4137,0.7232,0.2768,24.0,0.0,312.0,0.0
2015,17.9134,2528.3499,0.3899,0.7173,0.2827,140.0,0.0,160.0,36.0
2016,17.6428,2716.5005,0.3988,0.7173,0.2827,142.0,38.0,152.0,4.0
2017,17.6017,2023.3138,0.4226,0.747,0.253,148.0,19.0,162.0,7.0
2018,17.3638,2617.8171,0.3958,0.753,0.247,31.0,0.0,305.0,0.0
2019,17.5031,1478.1784,0.4256,0.7857,0.2143,161.0,1.0,169.0,5.0
2020,17.2429,2685.1326,0.4077,0.75,0.25,169.0,79.0,88.0,0.0
2021,17.056,2463.7173,0.4345,0.7321,0.2679,77.0,0.0,259.0,0.0
2022,16.768,2769.4282,0.3958,0.7321,0.2679,27.0,65.0,241.0,3.0
