year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.8096,3405.6545,0.4167,0.6726,0.3274,0.0,72.0,264.0,0.0
2013,18.6854,2274.2373,0.4048,0.6726,0.3274,72.0,0.0,264.0,0.0
2014,18.7991,1555.4744,0.4137,0.6667,0.3333,0.0,0.0,336.0,0.0
2015,18.9998,1292.8645,0.497,0.6667,0.3333,141.0,0.0,187.0,8.0
2016,19.1425,1468.0202,0.4137,0.5833,0.4167,145.0,30.0,130.0,31.0
2017,19.5469,677.281,0.5268,0.6696,0.3304,128.0,0.0,208.0,0.0
2018,19.7188,1379.6161,0.4405,0.6905,0.3095,11.0,0.0,325.0,0.0
2019,20.1171,695.9441,0.497,0.7143,0.2857,144.0,0.0,192.0,0.0
2020,19.9477,2410.7565,0.4107,0.6577,0.3423,88.0,0.0,248.0,0.0
2021,20.0372,1628.64,0.4435,0.6667,0.3333,0.0,0.0,336.0,0.0
2022,19.8194,2557.3215,0.4018,0.6667,0.3333,15.0,0.0,321.0,0.0
