year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.4796,4402.3578,0.4167,0.6726,0.3274,0.0,140.0,196.0,0.0
2013,18.1864,2785.0116,0.4048,0.5655,0.4345,163.0,9.0,37.0,127.0
2014,17.926,2685.8264,0.4137,0.3363,0.6637,154.0,19.0,43.0,120.0
2015,17.6581,2708.3797,0.4077,0.2946,0.7054,50.0,58.0,40.0,188.0
2016,17.2438,3150.9556,0.4107,0.5655,0.4345,51.0,41.0,124.0,120.0
2017,16.8669,3037.5613,0.4196,0.5774,0.4226,144.0,37.0,153.0,2.0
2018,16.6075,2682.9439,0.4077,0.503,0.497,167.0,23.0,81.0,65.0
2019,16.4187,2469.3614,0.4077,0.4613,0.5387,20.0,31.0,248.0,37.0
2020,16.1083,2836.9708,0.3958,0.5893,0.4107,123.0,26.0,56.0,131.0
2021,15.8809,2585.9154,0.4464,0.5893,0.4107,29.0,21.0,210.0,76.0
2022,15.6124,2710.4776,0.4226,0.5893,0.4107,31.0,19.0,163.0,123.0
