year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6396,3919.0088,0.4167,0.6726,0.3274,0.0,72.0,227.0,37.0
2013,18.4037,2611.8756,0.4048,0.5595,0.4405,63.0,1.0,270.0,2.0
2014,18.2282,2429.2187,0.4137,0.5357,0.4643,20.0,0.0,316.0,0.0
2015,18.0989,2289.7232,0.4137,0.5268,0.4732,63.0,0.0,220.0,53.0
2016,17.8601,2620.6218,0.4256,0.5952,0.4048,127.0,26.0,175.0,8.0
2017,17.847,1938.6342,0.4107,0.5863,0.4137,138.0,26.0,155.0,17.0
2018,17.6338,2543.1823,0.4048,0.628,0.372,36.0,0.0,300.0,0.0
2019,17.7896,1428.456,0.4524,0.6637,0.3363,153.0,0.0,178.0,5.0
2020,17.5656,2575.9396,0.4256,0.6101,0.3899,159.0,46.0,131.0,0.0
2021,17.4096,2370.3041,0.4375,0.5863,0.4137,59.0,0.0,277.0,0.0
2022,17.1679,2629.2317,0.4196,0.6012,0.3988,26.0,42.0,267.0,1.0
