year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.5127,4302.4881,0.4167,0.6726,0.3274,0.0,140.0,196.0,0.0
2013,18.2306,2751.26,0.4048,0.5655,0.4345,157.0,9.0,152.0,18.0
2014,18.0222,2528.7815,0.4137,0.3274,0.6726,74.0,12.0,249.0,1.0
2015,17.7762,2642.305,0.3958,0.3571,0.6429,101.0,5.0,110.0,120.0
2016,17.3894,3067.7257,0.3958,0.4643,0.5357,76.0,42.0,94.0,124.0
2017,17.0527,2916.4156,0.4286,0.5208,0.4792,114.0,42.0,175.0,5.0
2018,16.8046,2648.4711,0.3958,0.4673,0.5327,109.0,14.0,211.0,2.0
2019,16.6619,2330.3863,0.4077,0.4583,0.5417,21.0,22.0,252.0,41.0
2020,16.3372,2879.8034,0.3839,0.5893,0.4107,125.0,17.0,60.0,134.0
2021,16.0698,2707.1285,0.4137,0.5744,0.4256,39.0,15.0,280.0,2.0
2022,15.7977,2721.0582,0.4196,0.5804,0.4196,22.0,22.0,178.0,114.0
