year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6446,3903.8479,0.4167,0.6726,0.3274,0.0,72.0,196.0,68.0
2013,18.4074,2615.8577,0.4048,0.5655,0.4345,56.0,8.0,259.0,13.0
2014,18.2266,2445.3208,0.4137,0.5536,0.4464,162.0,1.0,130.0,43.0
2015,18.1565,2110.9263,0.4405,0.5179,0.4821,104.0,51.0,172.0,9.0
2016,17.9002,2673.2291,0.3988,0.5714,0.4286,104.0,43.0,173.0,16.0
2017,17.8576,2027.8415,0.3929,0.622,0.378,128.0,26.0,169.0,13.0
2018,17.6473,2534.5447,0.4077,0.6726,0.3274,154.0,15.0,153.0,14.0
2019,17.8206,1375.5773,0.4643,0.7024,0.2976,152.0,5.0,178.0,1.0
2020,17.5892,2598.0567,0.4315,0.7024,0.2976,160.0,77.0,93.0,6.0
2021,17.39,2500.9648,0.4494,0.7083,0.2917,60.0,0.0,276.0,0.0
2022,17.1415,2649.9553,0.4286,0.7173,0.2827,29.0,60.0,246.0,1.0
