year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6446,3903.8479,0.4167,0.6726,0.3274,0.0,72.0,264.0,0.0
2013,18.4121,2601.5209,0.4048,0.5565,0.4435,136.0,0.0,200.0,0.0
2014,18.2309,2446.53,0.4137,0.6042,0.3958,12.0,0.0,324.0,0.0
2015,18.0778,2361.6844,0.4048,0.5923,0.4077,8.0,0.0,328.0,0.0
2016,17.8525,2579.7105,0.3929,0.5952,0.4048,13.0,2.0,321.0,0.0
2017,17.883,1807.1501,0.4315,0.5833,0.4167,7.0,0.0,329.0,0.0
2018,17.7552,2284.981,0.4226,0.5804,0.4196,2.0,0.0,334.0,0.0
2019,17.979,1222.9873,0.5149,0.5774,0.4226,7.0,0.0,329.0,0.0
2020,17.7781,2506.0647,0.4286,0.5744,0.4256,1.0,50.0,285.0,0.0
2021,17.5775,2505.1366,0.3869,0.5744,0.4256,49.0,0.0,287.0,0.0
2022,17.3637,2544.9754,0.4286,0.5685,0.4315,16.0,47.0,272.0,1.0
