year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.3862,3903.8479,0.4167,0.6726,0.3274,0.0,72.0,227.0,37.0
2013,17.9794,2606.667,0.4048,0.5595,0.4405,63.0,1.0,270.0,2.0
2014,17.6462,2421.6522,0.4137,0.5357,0.4643,20.0,0.0,316.0,0.0
2015,17.3704,2276.787,0.4137,0.5268,0.4732,124.0,0.0,159.0,53.0
2016,17.0418,2409.9181,0.4256,0.5149,0.4851,97.0,56.0,176.0,7.0
2017,16.9024,1933.4507,0.4077,0.5714,0.4286,107.0,29.0,186.0,14.0
2018,16.5328,2513.1581,0.4018,0.622,0.378,34.0,0.0,302.0,0.0
2019,16.6064,1397.328,0.4643,0.6548,0.3452,150.0,0.0,183.0,3.0
2020,16.213,2573.0042,0.4226,0.5952,0.4048,164.0,44.0,128.0,0.0
2021,15.8356,2532.7435,0.4018,0.5774,0.4226,51.0,0.0,285.0,0.0
2022,15.4311,2601.008,0.4226,0.5804,0.4196,22.0,40.0,274.0,0.0
