year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6549,3872.7845,0.4167,0.6726,0.3274,0.0,72.0,227.0,37.0
2013,18.4245,2595.3705,0.4048,0.5595,0.4405,63.0,1.0,270.0,2.0
2014,18.2565,2406.6524,0.4137,0.5357,0.4643,20.0,0.0,316.0,0.0
2015,18.1397,2251.8893,0.4137,0.5268,0.4732,150.0,0.0,133.0,53.0
2016,17.9841,2369.2911,0.4256,0.5089,0.4911,97.0,57.0,174.0,8.0
2017,17.9868,1890.8744,0.4167,0.5744,0.4256,106.0,27.0,190.0,13.0
2018,17.7866,2503.8263,0.4137,0.6101,0.3899,38.0,0.0,298.0,0.0
2019,17.9708,1342.6869,0.4732,0.6548,0.3452,151.0,0.0,181.0,4.0
2020,17.7498,2566.8327,0.4226,0.5923,0.4077,161.0,42.0,133.0,0.0
2021,17.5589,2475.7547,0.4018,0.5774,0.4226,57.0,0.0,279.0,0.0
2022,17.3386,2564.6453,0.4345,0.5893,0.4107,24.0,39.0,273.0,0.0
