year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6361,3929.6468,0.4167,0.8065,0.1935,0.0,114.0,207.0,15.0
2013,18.4,2612.3387,0.4048,0.6786,0.3214,71.0,1.0,249.0,15.0
2014,18.2122,2466.6728,0.4137,0.6577,0.3423,20.0,0.0,316.0,0.0
2015,18.0329,2440.6513,0.3899,0.6488,0.3512,134.0,0.0,154.0,48.0
2016,17.817,2551.4277,0.4256,0.6786,0.3214,126.0,48.0,158.0,4.0
2017,17.7799,2011.0417,0.4315,0.7262,0.2738,144.0,15.0,169.0,8.0
2018,17.5458,2606.4884,0.4018,0.7411,0.2589,28.0,0.0,308.0,0.0
2019,17.6967,1443.1824,0.4464,0.7708,0.2292,159.0,0.0,174.0,3.0
2020,17.4831,2544.2745,0.4405,0.7292,0.2708,164.0,79.0,93.0,0.0
2021,17.2741,2530.6329,0.4137,0.6905,0.3095,76.0,0.0,260.0,0.0
2022,17.019,2669.8918,0.4137,0.7024,0.2976,25.0,65.0,243.0,3.0
