year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6421,3911.5549,0.4167,0.6726,0.3274,0.0,72.0,227.0,37.0
2013,18.407,2609.2521,0.4048,0.5595,0.4405,63.0,1.0,270.0,2.0
2014,18.2328,2425.404,0.4137,0.5357,0.4643,20.0,0.0,316.0,0.0
2015,18.1056,2283.4346,0.4137,0.5268,0.4732,99.0,0.0,184.0,53.0
2016,17.9058,2502.6458,0.4256,0.5506,0.4494,112.0,42.0,174.0,8.0
2017,17.9246,1842.2916,0.4286,0.5774,0.4226,122.0,27.0,169.0,18.0
2018,17.7332,2477.4344,0.3988,0.6012,0.3988,41.0,0.0,295.0,0.0
2019,17.8805,1454.1877,0.4405,0.6577,0.3423,150.0,0.0,182.0,4.0
2020,17.6331,2646.384,0.4048,0.5923,0.4077,172.0,40.0,124.0,0.0
2021,17.4815,2357.0658,0.4405,0.5565,0.4435,53.0,0.0,283.0,0.0
2022,17.2507,2596.4153,0.4256,0.5804,0.4196,25.0,39.0,271.0,1.0
