year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6344,3934.8108,0.4167,0.6726,0.3274,0.0,72.0,227.0,37.0
2013,18.3966,2617.4958,0.4048,0.5595,0.4405,63.0,1.0,270.0,2.0
2014,18.2187,2436.4473,0.4137,0.5357,0.4643,23.0,0.0,313.0,0.0
2015,18.0854,2301.8024,0.4137,0.5268,0.4732,48.0,0.0,267.0,21.0
2016,17.8998,2459.8241,0.4256,0.5357,0.4643,133.0,19.0,150.0,34.0
2017,17.9304,1806.7395,0.4345,0.5387,0.4613,103.0,42.0,183.0,8.0
2018,17.7589,2417.1907,0.4167,0.5804,0.4196,43.0,0.0,293.0,0.0
2019,17.9525,1314.2145,0.4732,0.622,0.378,139.0,2.0,184.0,11.0
2020,17.6616,2777.8837,0.3839,0.619,0.381,155.0,35.0,146.0,0.0
2021,17.4888,2421.2439,0.4286,0.5833,0.4167,54.0,0.0,282.0,0.0
2022,17.2499,2620.8009,0.4226,0.5923,0.4077,22.0,41.0,273.0,0.0
