year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6446,3903.8479,0.4167,0.6726,0.3274,0.0,72.0,264.0,0.0
2013,18.4121,2601.5209,0.4048,0.5565,0.4435,70.0,0.0,266.0,0.0
2014,18.2392,2421.5795,0.4137,0.5327,0.4673,24.0,0.0,312.0,0.0
2015,18.1183,2264.2435,0.4226,0.5238,0.4762,5.0,0.0,331.0,0.0
2016,17.9303,2467.3255,0.4137,0.5238,0.4762,9.0,5.0,322.0,0.0
2017,17.9393,1871.7309,0.3988,0.5149,0.4851,5.0,0.0,331.0,0.0
2018,17.7823,2373.3119,0.3958,0.5149,0.4851,1.0,0.0,335.0,0.0
2019,18.0345,1137.3126,0.5357,0.5149,0.4851,1.0,0.0,335.0,0.0
2020,17.8224,2539.9462,0.4196,0.5149,0.4851,0.0,29.0,307.0,0.0
2021,17.6445,2436.4116,0.3988,0.503,0.497,31.0,0.0,305.0,0.0
2022,17.4164,2588.4033,0.4167,0.4911,0.5089,8.0,23.0,305.0,0.0
