year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6446,3903.8479,0.4167,0.6726,0.3274,0.0,72.0,154.0,110.0
2013,18.348,2795.1924,0.4048,0.6756,0.3244,160.0,9.0,149.0,18.0
2014,18.2034,2335.9491,0.4137,0.5179,0.4821,151.0,49.0,125.0,11.0
2015,18.0962,2223.0693,0.4077,0.5119,0.4881,95.0,57.0,171.0,13.0
2016,17.8037,2782.9058,0.3988,0.625,0.375,122.0,46.0,97.0,71.0
2017,17.7143,2168.9831,0.3988,0.875,0.125,153.0,20.0,163.0,0.0
2018,17.4664,2648.2073,0.4107,0.8988,0.1012,243.0,13.0,80.0,0.0
2019,17.5983,1500.4368,0.4345,0.9048,0.0952,187.0,0.0,149.0,0.0
2020,17.3373,2687.7671,0.4196,0.9018,0.0982,175.0,130.0,10.0,21.0
2021,17.1251,2540.0819,0.4435,0.9405,0.0595,184.0,10.0,140.0,2.0
2022,16.8022,2874.5995,0.3839,0.9464,0.0536,40.0,115.0,178.0,3.0
