year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.5785,4103.8151,0.4167,0.6726,0.3274,0.0,86.0,196.0,54.0
2013,18.3189,2683.1992,0.4048,0.5655,0.4345,30.0,9.0,279.0,18.0
2014,18.0971,2569.3436,0.4137,0.506,0.494,17.0,13.0,306.0,0.0
2015,17.9104,2463.1248,0.4196,0.4851,0.5149,81.0,8.0,198.0,49.0
2016,17.6172,2784.9323,0.4018,0.4821,0.5179,106.0,39.0,160.0,31.0
2017,17.4198,2495.3948,0.4018,0.5565,0.4435,119.0,33.0,169.0,15.0
2018,17.1664,2664.5618,0.3869,0.5952,0.4048,31.0,1.0,303.0,1.0
2019,17.0904,2128.804,0.3958,0.631,0.369,16.0,0.0,292.0,28.0
2020,16.799,2779.4453,0.4048,0.6845,0.3155,158.0,37.0,91.0,50.0
2021,16.543,2672.4071,0.4077,0.6339,0.3661,52.0,17.0,260.0,7.0
2022,16.2878,2670.2257,0.4256,0.5952,0.4048,30.0,18.0,279.0,9.0
