year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,17.9986,3903.8479,0.4167,0.6726,0.3274,0.0,72.0,227.0,37.0
2013,17.3328,2606.9937,0.4048,0.5595,0.4405,63.0,1.0,270.0,2.0
2014,16.759,2421.6894,0.4137,0.5357,0.4643,20.0,0.0,316.0,0.0
2015,16.2576,2275.8968,0.4137,0.5268,0.4732,124.0,0.0,159.0,53.0
2016,15.6902,2408.9847,0.4256,0.5149,0.4851,97.0,56.0,176.0,7.0
2017,15.3595,1932.0663,0.4077,0.5714,0.4286,107.0,29.0,186.0,14.0
2018,14.7407,2512.355,0.4018,0.622,0.378,34.0,0.0,302.0,0.0
2019,14.6764,1395.6352,0.4643,0.6548,0.3452,150.0,0.0,183.0,3.0
2020,14.0278,2572.3592,0.4226,0.5952,0.4048,164.0,44.0,128.0,0.0
2021,13.3992,2532.1972,0.4018,0.5774,0.4226,51.0,0.0,285.0,0.0
2022,12.737,2599.6592,0.4226,0.5804,0.4196,22.0,40.0,274.0,0.0
