year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6371,3926.7801,0.4167,0.6726,0.3274,0.0,72.0,227.0,37.0
2013,18.4002,2614.82,0.4048,0.5595,0.4405,63.0,1.0,270.0,2.0
2014,18.2235,2432.913,0.4137,0.5357,0.4643,20.0,0.0,316.0,0.0
2015,18.0923,2295.3231,0.4137,0.5268,0.4732,51.0,0.0,232.0,53.0
2016,17.8392,2663.7201,0.4256,0.6101,0.3899,130.0,22.0,177.0,7.0
2017,17.8473,1874.6093,0.4345,0.5655,0.4345,137.0,32.0,158.0,9.0
2018,17.6769,2414.0492,0.4107,0.5714,0.4286,44.0,0.0,292.0,0.0
2019,17.8494,1377.8578,0.4494,0.622,0.378,141.0,0.0,182.0,13.0
2020,17.6146,2608.3774,0.4167,0.5863,0.4137,160.0,39.0,137.0,0.0
2021,17.4274,2464.7257,0.4018,0.5387,0.4613,58.0,0.0,278.0,0.0
2022,17.1489,2740.3401,0.3899,0.5565,0.4435,28.0,29.0,279.0,0.0
