year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6472,3896.0414,0.4167,0.6726,0.3274,0.0,72.0,227.0,37.0
2013,18.414,2603.7659,0.4048,0.5595,0.4405,63.0,1.0,270.0,2.0
2014,18.2422,2418.1699,0.4137,0.5357,0.4643,20.0,0.0,316.0,0.0
2015,18.1192,2270.5288,0.4137,0.5268,0.4732,144.0,0.0,139.0,53.0
2016,17.9565,2390.5938,0.4256,0.5119,0.4881,98.0,56.0,174.0,8.0
2017,17.9594,1890.3699,0.4315,0.5863,0.4137,113.0,22.0,187.0,14.0
2018,17.7788,2444.9089,0.4077,0.6012,0.3988,43.0,0.0,293.0,0.0
2019,17.9834,1280.8826,0.4792,0.625,0.375,141.0,0.0,183.0,12.0
2020,17.7199,2695.0837,0.3899,0.5744,0.4256,155.0,34.0,147.0,0.0
2021,17.5428,2434.2413,0.4077,0.5417,0.4583,55.0,0.0,281.0,0.0
2022,17.3072,2610.951,0.4167,0.5655,0.4345,24.0,39.0,272.0,1.0
