year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6575,3864.9834,0.4167,0.6726,0.3274,0.0,72.0,227.0,37.0
2013,18.428,2592.5854,0.4048,0.5595,0.4405,63.0,1.0,270.0,2.0
2014,18.2612,2403.0251,0.4137,0.5357,0.4643,20.0,0.0,316.0,0.0
2015,18.1465,2245.3926,0.4137,0.5268,0.4732,150.0,0.0,133.0,53.0
2016,17.9928,2363.4604,0.4256,0.5089,0.4911,97.0,57.0,174.0,8.0
2017,17.9981,1883.1398,0.4167,0.5744,0.4256,106.0,27.0,190.0,13.0
2018,17.7991,2500.4151,0.4137,0.6101,0.3899,38.0,0.0,298.0,0.0
2019,17.9851,1337.0053,0.4732,0.6548,0.3452,151.0,0.0,181.0,4.0
2020,17.765,2564.2041,0.4226,0.5923,0.4077,160.0,43.0,133.0,0.0
2021,17.59,2427.8198,0.4018,0.5565,0.4435,57.0,0.0,279.0,0.0
2022,17.3435,2643.8353,0.4107,0.5714,0.4286,23.0,33.0,279.0,1.0
