year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6318,3942.7124,0.4167,0.6726,0.3274,0.0,72.0,227.0,37.0
2013,18.3931,2620.3408,0.4048,0.5595,0.4405,63.0,1.0,270.0,2.0
2014,18.2139,2440.3375,0.4137,0.5357,0.4643,23.0,0.0,313.0,0.0
2015,18.0784,2308.4445,0.4137,0.5268,0.4732,42.0,0.0,294.0,0.0
2016,17.9332,2337.8329,0.4256,0.4792,0.5208,138.0,15.0,131.0,52.0
2017,17.9526,1840.2866,0.3958,0.5119,0.4881,87.0,45.0,184.0,20.0
2018,17.777,2429.7547,0.4167,0.5982,0.4018,41.0,0.0,295.0,0.0
2019,17.94,1406.6533,0.4435,0.6399,0.3601,143.0,1.0,180.0,12.0
2020,17.723,2554.5866,0.4315,0.6042,0.3958,159.0,47.0,130.0,0.0
2021,17.5418,2446.6818,0.4077,0.5685,0.4315,61.0,0.0,275.0,0.0
2022,17.3089,2602.6948,0.4256,0.5804,0.4196,31.0,40.0,265.0,0.0
