year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,19.0323,3903.8479,0.4167,0.6726,0.3274,0.0,72.0,227.0,37.0
2013,19.057,2606.1923,0.4048,0.5595,0.4405,63.0,1.0,270.0,2.0
2014,19.1245,2421.8371,0.4137,0.5357,0.4643,20.0,0.0,316.0,0.0
2015,19.2254,2277.3299,0.4137,0.5268,0.4732,124.0,0.0,159.0,53.0
2016,19.2953,2411.4599,0.4256,0.5149,0.4851,97.0,56.0,176.0,7.0
2017,19.4754,1935.7808,0.4077,0.5714,0.4286,107.0,29.0,186.0,14.0
2018,19.5215,2514.0112,0.4018,0.622,0.378,34.0,0.0,302.0,0.0
2019,19.8257,1399.8688,0.4643,0.6548,0.3452,150.0,0.0,183.0,3.0
2020,19.858,2573.6214,0.4226,0.5952,0.4048,164.0,44.0,128.0,0.0
2021,19.8996,2533.5573,0.4018,0.5774,0.4226,51.0,0.0,285.0,0.0
2022,19.9255,2601.1283,0.4226,0.5804,0.4196,22.0,40.0,274.0,0.0
