year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.8675,3230.6291,0.4167,0.4018,0.5982,0.0,60.0,224.0,52.0
2013,18.7612,2220.0514,0.4048,0.2768,0.7232,69.0,0.0,266.0,1.0
2014,18.793,1803.0536,0.4137,0.253,0.747,18.0,0.0,318.0,0.0
2015,18.9016,1571.1599,0.4405,0.253,0.747,54.0,0.0,157.0,125.0
2016,18.6694,2600.5558,0.4137,0.506,0.494,31.0,40.0,248.0,17.0
2017,18.6214,2044.082,0.4345,0.631,0.369,134.0,9.0,184.0,9.0
2018,18.3904,2597.0177,0.3869,0.6071,0.3929,39.0,0.0,297.0,0.0
2019,18.5628,1378.3751,0.4464,0.6399,0.3601,151.0,1.0,174.0,10.0
2020,18.3291,2605.1211,0.4107,0.5655,0.4345,161.0,36.0,139.0,0.0
2021,18.1825,2341.9554,0.4196,0.5179,0.4821,64.0,0.0,272.0,0.0
2022,17.9548,2586.9398,0.4226,0.5476,0.4524,33.0,34.0,268.0,1.0
