year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6446,3903.8479,0.4167,0.6726,0.3274,0.0,72.0,227.0,37.0
2013,18.4105,2606.5388,0.4048,0.5595,0.4405,63.0,1.0,270.0,2.0
2014,18.2375,2421.5969,0.4137,0.5357,0.4643,20.0,0.0,316.0,0.0
2015,18.1125,2276.866,0.4137,0.5268,0.4732,124.0,0.0,159.0,53.0
2016,17.9432,2410.6514,0.4256,0.5149,0.4851,97.0,56.0,176.0,7.0
2017,17.9315,1934.3455,0.4077,0.5714,0.4286,107.0,29.0,186.0,14.0
2018,17.7281,2513.4751,0.4018,0.622,0.378,34.0,0.0,302.0,0.0
2019,17.8939,1398.2242,0.4643,0.6548,0.3452,150.0,0.0,183.0,3.0
2020,17.6706,2573.6858,0.4226,0.5952,0.4048,164.0,44.0,128.0,0.0
2021,17.4607,2533.4463,0.4018,0.5774,0.4226,51.0,0.0,285.0,0.0
2022,17.2282,2601.399,0.4226,0.5804,0.4196,22.0,40.0,274.0,0.0
