year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6058,4021.1643,0.4107,0.6726,0.3274,0.0,66.0,231.0,39.0
2013,18.3786,2585.6763,0.4196,0.5833,0.4167,67.0,0.0,267.0,2.0
2014,18.2032,2428.9837,0.4256,0.5625,0.4375,23.0,0.0,313.0,0.0
2015,18.0609,2328.9982,0.4196,0.5417,0.4583,42.0,0.0,293.0,1.0
2016,17.8723,2468.685,0.3958,0.497,0.503,135.0,22.0,128.0,51.0
2017,17.8847,1861.6756,0.4018,0.5476,0.4524,97.0,43.0,180.0,16.0
2018,17.7238,2385.1294,0.4286,0.6101,0.3899,44.0,0.0,292.0,0.0
2019,17.8968,1376.599,0.4583,0.6696,0.3304,134.0,0.0,191.0,11.0
2020,17.6076,2772.6274,0.3839,0.631,0.369,162.0,41.0,133.0,0.0
2021,17.4207,2464.0316,0.4137,0.5774,0.4226,58.0,0.0,278.0,0.0
2022,17.182,2620.1328,0.4196,0.5863,0.4137,25.0,44.0,267.0,0.0
