year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.8695,3224.429,0.4107,0.4018,0.5982,0.0,64.0,223.0,49.0
2013,18.7802,2169.1055,0.4196,0.2738,0.7262,74.0,0.0,261.0,1.0
2014,18.8186,1783.0385,0.4256,0.25,0.75,15.0,0.0,321.0,0.0
2015,18.8981,1658.8532,0.4048,0.247,0.753,54.0,0.0,146.0,136.0
2016,18.6666,2598.3726,0.4137,0.506,0.494,31.0,39.0,250.0,16.0
2017,18.6232,2030.3435,0.4196,0.631,0.369,133.0,10.0,177.0,16.0
2018,18.4628,2383.649,0.4345,0.6071,0.3929,42.0,0.0,294.0,0.0
2019,18.6392,1366.0949,0.4524,0.6488,0.3512,144.0,0.0,182.0,10.0
2020,18.3866,2662.4026,0.3988,0.5893,0.4107,158.0,39.0,139.0,0.0
2021,18.2038,2451.1522,0.4167,0.5536,0.4464,56.0,0.0,280.0,0.0
2022,17.9786,2579.5638,0.4286,0.5595,0.4405,21.0,34.0,281.0,0.0
