year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.5851,4083.6505,0.4107,0.6726,0.3274,0.0,66.0,198.0,72.0
2013,18.352,2603.4579,0.4196,0.5833,0.4167,53.0,14.0,251.0,18.0
2014,18.1574,2487.0143,0.4256,0.5714,0.4286,32.0,0.0,304.0,0.0
2015,17.9924,2397.4591,0.4256,0.5417,0.4583,62.0,1.0,229.0,44.0
2016,17.6948,2798.399,0.4048,0.6161,0.3839,131.0,26.0,166.0,13.0
2017,17.5864,2226.5333,0.4196,0.6101,0.3899,149.0,25.0,149.0,13.0
2018,17.3666,2562.9543,0.4048,0.625,0.375,40.0,0.0,296.0,0.0
2019,17.4331,1698.3244,0.4286,0.6696,0.3304,143.0,0.0,173.0,20.0
2020,17.1604,2722.857,0.4077,0.6577,0.3423,164.0,42.0,130.0,0.0
2021,16.9558,2517.24,0.4315,0.6012,0.3988,72.0,0.0,264.0,0.0
2022,16.7186,2615.6965,0.4345,0.6161,0.3839,28.0,28.0,270.0,10.0
