year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.0911,3982.9596,0.4107,0.6726,0.3274,0.0,66.0,231.0,39.0
2013,17.5264,2575.2247,0.4196,0.5833,0.4167,67.0,0.0,267.0,2.0
2014,17.037,2412.6209,0.4256,0.5625,0.4375,22.0,0.0,314.0,0.0
2015,16.6083,2281.455,0.4196,0.5357,0.4643,129.0,0.0,158.0,49.0
2016,16.0979,2457.9376,0.4107,0.5179,0.4821,99.0,57.0,169.0,11.0
2017,15.8408,1911.2538,0.4107,0.5982,0.4018,119.0,21.0,173.0,23.0
2018,15.3297,2459.5746,0.4196,0.6458,0.3542,42.0,0.0,294.0,0.0
2019,15.2916,1438.6152,0.4554,0.6964,0.3036,148.0,0.0,188.0,0.0
2020,14.6688,2700.5787,0.3988,0.6369,0.3631,173.0,45.0,118.0,0.0
2021,14.1568,2461.3785,0.4137,0.5982,0.4018,61.0,0.0,275.0,0.0
2022,13.553,2659.3813,0.4107,0.6101,0.3899,24.0,44.0,267.0,1.0
