year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,19.014,3982.9596,0.4107,0.6726,0.3274,0.0,66.0,231.0,39.0
2013,19.046,2574.5659,0.4196,0.5833,0.4167,67.0,0.0,267.0,2.0
2014,19.1156,2412.7464,0.4256,0.5625,0.4375,22.0,0.0,314.0,0.0
2015,19.2154,2282.4926,0.4196,0.5357,0.4643,129.0,0.0,158.0,49.0
2016,19.274,2459.8822,0.4107,0.5179,0.4821,99.0,57.0,169.0,11.0
2017,19.459,1914.6408,0.4107,0.5982,0.4018,119.0,21.0,173.0,23.0
2018,19.5174,2460.9616,0.4196,0.6458,0.3542,42.0,0.0,294.0,0.0
2019,19.8118,1442.2103,0.4554,0.6964,0.3036,148.0,0.0,188.0,0.0
2020,19.8145,2701.3318,0.3988,0.6369,0.3631,173.0,45.0,118.0,0.0
2021,19.8725,2462.9112,0.4137,0.5982,0.4018,61.0,0.0,275.0,0.0
2022,19.8848,2659.7611,0.4107,0.6101,0.3899,24.0,44.0,267.0,1.0
