year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6185,3982.9596,0.4107,0.6726,0.3274,0.0,66.0,270.0,0.0
2013,18.4027,2550.8295,0.4196,0.5685,0.4315,132.0,0.0,204.0,0.0
2014,18.2207,2448.9531,0.4256,0.6399,0.3601,17.0,0.0,319.0,0.0
2015,18.0669,2363.739,0.4256,0.628,0.372,6.0,0.0,330.0,0.0
2016,17.8337,2603.7515,0.3958,0.625,0.375,17.0,4.0,315.0,0.0
2017,17.8171,1949.2032,0.4077,0.622,0.378,11.0,0.0,325.0,0.0
2018,17.6675,2351.1577,0.4196,0.619,0.381,5.0,0.0,331.0,0.0
2019,17.9049,1181.7603,0.506,0.619,0.381,3.0,0.0,333.0,0.0
2020,17.6635,2628.5876,0.4048,0.619,0.381,0.0,54.0,282.0,0.0
2021,17.495,2408.1196,0.4226,0.6042,0.3958,55.0,0.0,281.0,0.0
2022,17.2609,2606.2559,0.4196,0.5893,0.4107,15.0,46.0,275.0,0.0
