year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.7514,3581.4727,0.4107,0.6726,0.3274,0.0,66.0,270.0,0.0
2013,18.5822,2410.0852,0.4196,0.6726,0.3274,66.0,0.0,270.0,0.0
2014,18.6327,1746.5746,0.4256,0.6667,0.3333,0.0,0.0,336.0,0.0
2015,18.7646,1500.634,0.4821,0.6667,0.3333,140.0,0.0,181.0,15.0
2016,18.8208,1729.4246,0.4137,0.625,0.375,143.0,28.0,139.0,26.0
2017,19.1584,878.8855,0.5238,0.6667,0.3333,128.0,0.0,208.0,0.0
2018,19.2909,1498.8732,0.4345,0.6488,0.3512,28.0,0.0,308.0,0.0
2019,19.689,696.5168,0.497,0.7173,0.2827,130.0,0.0,206.0,0.0
2020,19.4903,2499.3741,0.4107,0.6667,0.3333,83.0,0.0,253.0,0.0
2021,19.4767,1940.2335,0.4167,0.6548,0.3452,3.0,0.0,333.0,0.0
2022,19.2707,2521.1836,0.4196,0.6548,0.3452,24.0,0.0,312.0,0.0
