year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6185,3982.9596,0.4107,0.6726,0.3274,0.0,66.0,198.0,72.0
2013,18.3948,2574.8916,0.4196,0.5833,0.4167,53.0,14.0,257.0,12.0
2014,18.2192,2429.6386,0.4256,0.5804,0.4196,164.0,0.0,133.0,39.0
2015,18.1207,2196.6769,0.4256,0.5476,0.4524,112.0,46.0,166.0,12.0
2016,17.8707,2654.3564,0.4167,0.628,0.372,114.0,43.0,167.0,12.0
2017,17.8238,2040.6323,0.4137,0.6726,0.3274,141.0,19.0,167.0,9.0
2018,17.5919,2599.6166,0.4167,0.7113,0.2887,169.0,10.0,152.0,5.0
2019,17.7311,1478.7801,0.4375,0.7292,0.2708,163.0,1.0,172.0,0.0
2020,17.4467,2758.1713,0.3988,0.7054,0.2946,179.0,66.0,86.0,5.0
2021,17.1752,2719.4786,0.3988,0.7054,0.2946,51.0,0.0,285.0,0.0
2022,16.92,2670.0909,0.4256,0.7351,0.2649,22.0,62.0,251.0,1.0
