year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6185,3982.9596,0.4107,0.6726,0.3274,0.0,66.0,270.0,0.0
2013,18.4027,2550.8295,0.4196,0.5685,0.4315,140.0,0.0,196.0,0.0
2014,18.2236,2440.4322,0.4256,0.6458,0.3542,14.0,0.0,322.0,0.0
2015,18.0993,2274.5536,0.4315,0.6369,0.3631,10.0,0.0,326.0,0.0
2016,17.8576,2629.3615,0.3869,0.6339,0.3661,16.0,3.0,317.0,0.0
2017,17.8227,2004.2979,0.3839,0.628,0.372,11.0,0.0,325.0,0.0
2018,17.6843,2317.4248,0.4345,0.622,0.378,0.0,0.0,336.0,0.0
2019,17.8977,1254.405,0.4911,0.622,0.378,9.0,0.0,327.0,0.0
2020,17.6574,2624.9478,0.4048,0.622,0.378,0.0,56.0,280.0,0.0
2021,17.4616,2490.7688,0.3988,0.6101,0.3899,56.0,0.0,280.0,0.0
2022,17.1902,2718.9461,0.3929,0.5982,0.4018,22.0,45.0,268.0,1.0
