year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6185,3982.9596,0.4107,0.6726,0.3274,0.0,66.0,260.0,10.0
2013,18.4027,2550.8295,0.4196,0.5685,0.4315,62.0,0.0,274.0,0.0
2014,18.2375,2398.2263,0.4256,0.5595,0.4405,27.0,0.0,309.0,0.0
2015,18.1149,2269.476,0.4048,0.5268,0.4732,10.0,0.0,326.0,0.0
2016,17.9315,2453.2685,0.4077,0.5208,0.4792,36.0,6.0,294.0,0.0
2017,17.9802,1751.8915,0.4018,0.4762,0.5238,14.0,0.0,322.0,0.0
2018,17.8651,2246.7562,0.4077,0.4851,0.5149,10.0,0.0,326.0,0.0
2019,18.1539,1026.6405,0.5595,0.4732,0.5268,0.0,0.0,336.0,0.0
2020,17.9458,2527.8995,0.4107,0.4732,0.5268,0.0,27.0,309.0,0.0
2021,17.8169,2288.5553,0.4137,0.4732,0.5268,34.0,0.0,302.0,0.0
2022,17.5836,2603.7676,0.4077,0.4554,0.5446,12.0,17.0,306.0,1.0
