year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.624,3966.1286,0.4107,0.8065,0.1935,0.0,113.0,209.0,14.0
2013,18.4033,2565.9714,0.4196,0.6756,0.3244,78.0,0.0,245.0,13.0
2014,18.25,2362.3753,0.4256,0.6488,0.3512,25.0,0.0,311.0,0.0
2015,18.1096,2323.1724,0.4196,0.6399,0.3601,124.0,0.0,166.0,46.0
2016,17.8421,2707.2638,0.3958,0.6935,0.3065,128.0,38.0,157.0,13.0
2017,17.8119,1990.3732,0.4107,0.7113,0.2887,146.0,26.0,155.0,9.0
2018,17.6562,2369.4821,0.4375,0.7262,0.2738,45.0,0.0,291.0,0.0
2019,17.8133,1424.4081,0.4464,0.7768,0.2232,143.0,0.0,189.0,4.0
2020,17.5362,2736.3311,0.3988,0.7649,0.2351,161.0,78.0,97.0,0.0
2021,17.3448,2477.1894,0.4345,0.7262,0.2738,82.0,0.0,254.0,0.0
2022,17.1038,2627.2443,0.4226,0.7083,0.2917,22.0,69.0,239.0,6.0
