year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.8159,3386.5015,0.4107,0.4702,0.5298,0.0,68.0,226.0,42.0
2013,18.6991,2251.8994,0.4196,0.3512,0.6488,75.0,0.0,253.0,8.0
2014,18.6877,1933.4914,0.4256,0.3244,0.6756,15.0,0.0,321.0,0.0
2015,18.7362,1752.7177,0.4196,0.3125,0.6875,69.0,0.0,151.0,116.0
2016,18.4925,2635.3694,0.3958,0.5149,0.4851,43.0,40.0,236.0,17.0
2017,18.4515,2022.8485,0.4137,0.6161,0.3839,132.0,15.0,174.0,15.0
2018,18.3285,2270.7074,0.4256,0.5655,0.4345,53.0,0.0,283.0,0.0
2019,18.5165,1331.2677,0.4702,0.6399,0.3601,130.0,0.0,197.0,9.0
2020,18.2692,2646.1902,0.4048,0.6012,0.3988,159.0,43.0,134.0,0.0
2021,18.116,2361.9716,0.4315,0.5417,0.4583,64.0,0.0,272.0,0.0
2022,17.8675,2649.6296,0.4107,0.5625,0.4375,31.0,33.0,272.0,0.0
