year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.7848,3480.5044,0.4107,0.6726,0.3274,0.0,66.0,270.0,0.0
2013,18.6708,2243.3385,0.4196,0.6726,0.3274,66.0,0.0,270.0,0.0
2014,18.795,1524.0477,0.4256,0.6667,0.3333,0.0,0.0,336.0,0.0
2015,18.9982,1284.9946,0.4911,0.6667,0.3333,140.0,0.0,184.0,12.0
2016,19.1355,1484.3008,0.4315,0.6161,0.3839,150.0,24.0,135.0,27.0
2017,19.546,658.9607,0.5417,0.6577,0.3423,125.0,0.0,211.0,0.0
2018,19.7483,1288.05,0.4643,0.6548,0.3452,23.0,0.0,313.0,0.0
2019,20.1584,660.0028,0.5238,0.6905,0.3095,132.0,0.0,204.0,0.0
2020,20.0092,2349.7873,0.4107,0.619,0.381,89.0,0.0,247.0,0.0
2021,20.0738,1704.0711,0.3869,0.619,0.381,1.0,0.0,335.0,0.0
2022,19.8792,2486.826,0.4018,0.6161,0.3839,9.0,0.0,327.0,0.0
