year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.4866,3982.9596,0.4107,0.6726,0.3274,0.0,66.0,231.0,39.0
2013,18.1777,2575.0369,0.4196,0.5833,0.4167,67.0,0.0,267.0,2.0
2014,17.9278,2412.6432,0.4256,0.5625,0.4375,22.0,0.0,314.0,0.0
2015,17.7255,2282.0898,0.4196,0.5357,0.4643,129.0,0.0,158.0,49.0
2016,17.459,2458.5177,0.4107,0.5179,0.4821,99.0,57.0,169.0,11.0
2017,17.391,1913.0033,0.4107,0.5982,0.4018,119.0,21.0,173.0,23.0
2018,17.1239,2460.1714,0.4196,0.6458,0.3542,42.0,0.0,294.0,0.0
2019,17.2281,1440.158,0.4554,0.6964,0.3036,148.0,0.0,188.0,0.0
2020,16.8734,2700.7717,0.3988,0.6369,0.3631,173.0,45.0,118.0,0.0
2021,16.6055,2462.1542,0.4137,0.5982,0.4018,61.0,0.0,275.0,0.0
2022,16.2656,2659.9936,0.4107,0.6101,0.3899,24.0,44.0,267.0,1.0
