year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6185,3982.9596,0.4107,0.6726,0.3274,0.0,66.0,213.0,57.0
2013,18.3948,2574.8916,0.4196,0.5833,0.4167,60.0,7.0,260.0,9.0
2014,18.2248,2412.5916,0.4256,0.5655,0.4345,21.0,0.0,315.0,0.0
2015,18.0893,2308.5091,0.4137,0.5536,0.4464,152.0,1.0,135.0,48.0
2016,17.8626,2584.0363,0.3958,0.5417,0.4583,105.0,52.0,170.0,9.0
2017,17.8691,1879.5183,0.4375,0.619,0.381,129.0,20.0,171.0,16.0
2018,17.664,2518.7379,0.4077,0.6399,0.3601,45.0,0.0,291.0,0.0
2019,17.8369,1376.528,0.4583,0.6815,0.3185,148.0,0.0,181.0,7.0
2020,17.5604,2734.5416,0.3929,0.6339,0.3661,157.0,60.0,106.0,13.0
2021,17.2978,2692.4208,0.3929,0.6548,0.3452,56.0,0.0,280.0,0.0
2022,17.0178,2745.012,0.4077,0.6786,0.3214,27.0,43.0,266.0,0.0
