year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6185,3982.9596,0.4107,0.6726,0.3274,0.0,66.0,249.0,21.0
2013,18.4011,2555.8237,0.4196,0.5714,0.4286,63.0,0.0,273.0,0.0
2014,18.2359,2398.2648,0.4256,0.5536,0.4464,26.0,0.0,310.0,0.0
2015,18.1167,2259.1009,0.4196,0.5268,0.4732,11.0,0.0,325.0,0.0
2016,17.9316,2458.4063,0.4107,0.5268,0.4732,139.0,10.0,136.0,51.0
2017,18.0104,1660.8643,0.4226,0.5089,0.4911,138.0,0.0,198.0,0.0
2018,17.9365,2122.5129,0.4286,0.497,0.503,35.0,0.0,301.0,0.0
2019,18.1921,1126.7797,0.5149,0.5387,0.4613,0.0,0.0,318.0,18.0
2020,17.9422,2654.1859,0.3988,0.5863,0.4137,31.0,41.0,264.0,0.0
2021,17.7485,2484.1466,0.4077,0.5655,0.4345,44.0,0.0,292.0,0.0
2022,17.4961,2661.6315,0.4018,0.5476,0.4524,13.0,36.0,286.0,1.0
