year,GW_st,withdrawal,rainfed,corn,others,Imitation,Social comparison,Repetition,Deliberation
2012,18.6185,3982.9596,0.4107,0.6726,0.3274,0.0,66.0,270.0,0.0
2013,18.4027,2550.8295,0.4196,0.5685,0.4315,69.0,0.0,267.0,0.0
2014,18.2348,2406.5864,0.4256,0.5714,0.4286,25.0,0.0,311.0,0.0
2015,18.0958,2319.0137,0.4196,0.5417,0.4583,10.0,0.0,326.0,0.0
2016,17.8849,2536.1752,0.3958,0.5417,0.4583,10.0,9.0,317.0,0.0
2017,17.8897,1884.6662,0.4048,0.5268,0.4732,7.0,0.0,329.0,0.0
2018,17.748,2327.0383,0.4137,0.5268,0.4732,4.0,0.0,332.0,0.0
2019,17.9971,1146.5526,0.5298,0.5268,0.4732,1.0,0.0,335.0,0.0
2020,17.7721,2578.935,0.4107,0.5268,0.4732,0.0,31.0,305.0,0.0
2021,17.6429,2289.406,0.4375,0.5238,0.4762,35.0,0.0,301.0,0.0
2022,17.3977,2639.9599,0.4048,0.506,0.494,17.0,25.0,293.0,1.0
